OA11CD,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,Inner_Outer
E00001245,E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001246,E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001247,E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001248,E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001250,E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001251,E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001252,E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00000821,E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000822,E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000824,E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000826,E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000827,E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000828,E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000829,E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000831,E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000832,E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000834,E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000835,E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000836,E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000837,E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000839,E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000844,E01000172,Barnet 003D,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000847,E01000172,Barnet 003D,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000850,E01000172,Barnet 003D,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000854,E01000172,Barnet 003D,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000857,E01000172,Barnet 003D,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000864,E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00000866,E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,Outer London
E00001396,E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001397,E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001398,E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001399,E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001401,E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001402,E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001403,E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001404,E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001406,E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001407,E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001408,E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001409,E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001410,E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001411,E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001412,E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001413,E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001414,E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001415,E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001416,E01000291,Barnet 004E,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001417,E01000289,Barnet 004D,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001418,E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001419,E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001420,E01000287,Barnet 004B,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001427,E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001428,E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001433,E01000294,Barnet 004F,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001437,E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001442,E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001443,E01000288,Barnet 004C,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001445,E01000285,Barnet 004A,E02000027,Barnet 004,E09000003,Barnet,Outer London
E00001302,E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001303,E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001304,E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001310,E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001332,E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001333,E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001334,E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001335,E01000268,Barnet 005B,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001336,E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001337,E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001338,E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001339,E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001340,E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001342,E01000270,Barnet 005D,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001343,E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001344,E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001345,E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001346,E01000269,Barnet 005C,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00001347,E01000267,Barnet 005A,E02000028,Barnet 005,E09000003,Barnet,Outer London
E00000819,E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000820,E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000823,E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000825,E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000830,E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000833,E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000838,E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000840,E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000841,E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000842,E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000843,E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000845,E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000846,E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000848,E01000173,Barnet 006C,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000849,E01000173,Barnet 006C,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000851,E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000852,E01000173,Barnet 006C,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000853,E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000855,E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000856,E01000173,Barnet 006C,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000858,E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000859,E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000860,E01000173,Barnet 006C,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000861,E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000862,E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00000863,E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,Outer London
E00001108,E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001117,E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001118,E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001122,E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001208,E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001225,E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001249,E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001253,E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001254,E01000253,Barnet 007B,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001367,E01000280,Barnet 007D,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001368,E01000279,Barnet 007C,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001369,E01000280,Barnet 007D,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001370,E01000279,Barnet 007C,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001372,E01000279,Barnet 007C,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001374,E01000280,Barnet 007D,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001375,E01000280,Barnet 007D,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001380,E01000279,Barnet 007C,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001400,E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001421,E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001422,E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001423,E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001435,E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001436,E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001439,E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001440,E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001441,E01000290,Barnet 007F,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001444,E01000286,Barnet 007E,E02000030,Barnet 007,E09000003,Barnet,Outer London
E00001305,E01000272,Barnet 008B,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001306,E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001307,E01000272,Barnet 008B,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001308,E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001309,E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001311,E01000272,Barnet 008B,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001312,E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001313,E01000272,Barnet 008B,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001314,E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001315,E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001318,E01000273,Barnet 008C,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001341,E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001348,E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001349,E01000271,Barnet 008A,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001353,E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001371,E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001373,E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001376,E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001377,E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001378,E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001379,E01000281,Barnet 008D,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001382,E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00001385,E01000282,Barnet 008E,E02000031,Barnet 008,E09000003,Barnet,Outer London
E00000576,E01000119,Barnet 009C,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000578,E01000119,Barnet 009C,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000580,E01000120,Barnet 009D,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000582,E01000119,Barnet 009C,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000584,E01000116,Barnet 009B,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000585,E01000120,Barnet 009D,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000587,E01000116,Barnet 009B,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000588,E01000120,Barnet 009D,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000591,E01000119,Barnet 009C,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000593,E01000122,Barnet 009E,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000596,E01000122,Barnet 009E,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000598,E01000122,Barnet 009E,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000601,E01000122,Barnet 009E,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000610,E01000115,Barnet 009A,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000611,E01000115,Barnet 009A,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000612,E01000116,Barnet 009B,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000613,E01000115,Barnet 009A,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000614,E01000115,Barnet 009A,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000616,E01000116,Barnet 009B,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000618,E01000116,Barnet 009B,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000619,E01000120,Barnet 009D,E02000032,Barnet 009,E09000003,Barnet,Outer London
E00000577,E01000124,Barnet 010E,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000579,E01000118,Barnet 010B,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000581,E01000117,Barnet 010A,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000583,E01000118,Barnet 010B,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000586,E01000117,Barnet 010A,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000589,E01000117,Barnet 010A,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000590,E01000118,Barnet 010B,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000592,E01000121,Barnet 010C,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000594,E01000118,Barnet 010B,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000595,E01000121,Barnet 010C,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000597,E01000121,Barnet 010C,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000599,E01000121,Barnet 010C,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000600,E01000123,Barnet 010D,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000602,E01000123,Barnet 010D,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000603,E01000123,Barnet 010D,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000604,E01000123,Barnet 010D,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000605,E01000123,Barnet 010D,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000606,E01000124,Barnet 010E,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000607,E01000124,Barnet 010E,E02000033,Barnet 010,E09000003,Barnet,Outer London
E00000608,E01000124,Barnet 010E,E02000033,Barnet 010,E09000003,Barnet,Outer London
